Name,Visitor Clicks,Total Clicks,Bounce Rate
pumpkinlady,0,1,1.0
dillards,0,73,1.0
americanmusictheatre,0,1,1.0
buch,0,1,1.0
newbalancefitness,0,1,1.0
gcsparts,0,1,1.0
rydges,0,2,1.0
n1wireless,0,1,1.0
windsorstore,0,6,1.0
bestofvegas,1,2,0.5
turntablelab,0,2,1.0
easylunchboxes,0,1,1.0
kanzihome,0,1,1.0
mblife,0,1,1.0
saltlakemotorsports,0,1,1.0
footstepsclothing,1,2,0.5
beautyshoppers,0,2,1.0
wowmegastore,0,1,1.0
ubiquityservers,0,2,1.0
shoebacca,14,19,0.263
myhealthmyworld,0,2,1.0
cheapcarribean,0,2,1.0
freshbooks,0,3,1.0
gaspedal,0,1,1.0
aloette,1,1,0.0
compsource,0,1,1.0
nobelcom,1,4,0.75
affordablesupplements,0,2,1.0
plansnow,0,1,1.0
tinysoles,0,1,1.0
1800postcards,0,2,1.0
anniescostumes,0,1,1.0
petcarechoice,0,3,1.0
lizzy,0,1,1.0
chicos,2,13,0.846
babooshbaby,0,1,1.0
dimesports,0,1,1.0
espritshop,1,4,0.75
justblinds,1,4,0.75
bigs,0,2,1.0
melrosestreet,0,1,1.0
bigw,0,1,1.0
ganbaru,0,1,1.0
deltavacations,0,5,1.0
mrniceguyshydro,0,2,1.0
artofbeauty,0,3,1.0
ivysport,1,3,0.667
sodastreamusa,0,3,1.0
hireright,0,1,1.0
sevenpeaks,0,1,1.0
yebhi,1,4,0.75
davpack,0,1,1.0
leatherskirts,0,1,1.0
stevemadden,12,35,0.657
coopersafety,0,1,1.0
yogafit,1,2,0.5
tummystyle,0,1,1.0
moviefilmfest,0,2,1.0
missmisa,0,1,1.0
ensureco,0,1,1.0
wildhorsefeathers,1,2,0.5
aclens,0,2,1.0
lojackforlaptops,0,1,1.0
womenshealthmag,0,1,1.0
shoppersdrugmart,0,2,1.0
militarygear,0,2,1.0
buildasign,1,2,0.5
laloupecards,0,1,1.0
ibm,0,1,1.0
lordandtaylor,4,18,0.778
izzyandash,0,1,1.0
sunnysports,0,2,1.0
screenwritingexpo,0,1,1.0
yoggie,0,1,1.0
alphabetphotography,0,4,1.0
marketingconference,0,1,1.0
ibs,0,1,1.0
divabuy,0,1,1.0
nationsphotolab,0,3,1.0
natasha,0,2,1.0
mychildplayhouses,0,1,1.0
lauramercier,0,2,1.0
nittanyoutlet,0,2,1.0
vitalityscience,0,1,1.0
cosmeticmall,0,1,1.0
pbmeter,0,1,1.0
wacom,1,1,0.0
deezermedia,0,1,1.0
fiercehugs,0,2,1.0
browdiva,0,3,1.0
albes,0,2,1.0
springhillsuites,1,1,0.0
quark,0,2,1.0
spg,0,1,1.0
scheels,0,3,1.0
candylens,1,5,0.8
hotkiss,0,1,1.0
marcoscampelo,0,1,1.0
fightrack,0,2,1.0
myprincesshats,0,1,1.0
goodbarry,0,1,1.0
cyberwest,0,1,1.0
gonaturalbaby,0,1,1.0
factorydirect2you,0,1,1.0
fromthegroom,0,1,1.0
httpsnapfish,0,1,1.0
stevespanglerscience,0,5,1.0
hypnosisdirect,0,1,1.0
driveredtogo,1,2,0.5
pharmacydirect,0,1,1.0
myminicards,0,1,1.0
forver21,0,1,1.0
kajeet,0,1,1.0
marloquinn,0,1,1.0
nexusgadgets,0,1,1.0
blockbusterbowling,0,2,1.0
freedishprogram,0,1,1.0
wildwaves,0,1,1.0
swayandcake,0,1,1.0
dogfunk,6,9,0.333
libellulaboutique,0,1,1.0
fynanz,0,1,1.0
largeformatposters,0,1,1.0
asianfoodgrocer,0,1,1.0
lorileavitt,0,1,1.0
hustlerhollywood,0,1,1.0
woolrich,0,4,1.0
corona,1,1,0.0
gopicnic,0,2,1.0
namespro,0,2,1.0
kavasoft,0,1,1.0
linens4you,0,1,1.0
nuvocosmetics,0,1,1.0
partnershop,0,1,1.0
kalonclothing,0,1,1.0
ebigbuys,0,1,1.0
latoriana,0,1,1.0
playersbench,0,1,1.0
coolibar,0,2,1.0
latvfest,0,1,1.0
koovas,0,2,1.0
1and1,0,3,1.0
homeimprovementsuperstore,0,1,1.0
costumesupercenter,0,3,1.0
fixmyblinds,1,3,0.667
radioshack,0,11,1.0
jewishusedbooks,0,1,1.0
smoothspice,0,1,1.0
egyptianpeddler,0,1,1.0
goldenstateclothingshop,0,1,1.0
hairsisters,1,4,0.75
dishdashbags,0,1,1.0
editorscloset,0,3,1.0
localphone,1,1,0.0
shoesgotsole,0,2,1.0
horusdesign,0,1,1.0
babymallonline,0,2,1.0
curls,0,3,1.0
zagazaga,0,1,1.0
apeainthepod,2,4,0.5
writecheck,0,1,1.0
raxco,1,1,0.0
qualitybath,0,2,1.0
vibramfivefingers,0,2,1.0
shopallmonster,0,2,1.0
iloveblow,0,1,1.0
dwcskincare,0,1,1.0
candytwist,0,2,1.0
noisebot,1,2,0.5
topbrasiltur,0,1,1.0
gamedaytoss,0,1,1.0
healthybabieshappymoms,0,1,1.0
babynamewizard,0,2,1.0
itscrapbooking,0,1,1.0
homeandbeyond,0,1,1.0
half,13,29,0.552
indusmall,0,1,1.0
astiantiques,0,1,1.0
yourautotrimm,0,1,1.0
giftcompass,0,1,1.0
net10,2,17,0.882
laredoute,0,3,1.0
ispguide,0,1,1.0
laduchess,0,1,1.0
gascoals,0,1,1.0
christianaudio,0,1,1.0
bangbros,0,5,1.0
ecfibreglasssupplies,0,2,1.0
reallygreattoys,0,4,1.0
smartforlife,0,1,1.0
laurensilva,0,2,1.0
marylandsquare,0,1,1.0
toutsurtout,0,1,1.0
gurlzrule,0,1,1.0
necklacesandbracelets,0,1,1.0
fivio,0,1,1.0
favorfavor,0,8,1.0
en,0,5,1.0
gamezway,0,1,1.0
finestknown,0,1,1.0
mycuesticks,0,1,1.0
aproductionlocation,0,1,1.0
eg,0,1,1.0
ea,1,12,0.917
windchime,0,1,1.0
the3day,0,1,1.0
aliexpress,0,1,1.0
barnloftcandles,0,2,1.0
uakc,0,1,1.0
karamaloop,0,1,1.0
steviva,0,1,1.0
gmaccessoriesstore,0,2,1.0
tripcase,1,2,0.5
funnyuktshirts,0,1,1.0
happytailsdogparknh,0,1,1.0
space,0,1,1.0
beanstalkapp,0,1,1.0
australiazoo,1,1,0.0
hhhg,0,1,1.0
jeweloscophoto,0,3,1.0
clarkcolor,0,1,1.0
pictureframes,0,2,1.0
megahost,0,1,1.0
triginstruments,0,1,1.0
reneesgarden,0,1,1.0
redballoondays,0,1,1.0
kimonoboy,0,1,1.0
komenpugetsound,0,2,1.0
nordicpure,0,1,1.0
guardserver,0,2,1.0
wehatetourismtours,0,1,1.0
bigdipperwaxworks,0,3,1.0
freerealms,0,4,1.0
hoopnotica,0,4,1.0
tarpsplus,0,1,1.0
embroiderylibrary,0,1,1.0
gumbrand,0,2,1.0
shopiogear,0,1,1.0
waterfiltersfast,0,1,1.0
puremobile,0,2,1.0
cart,0,2,1.0
mindware,0,1,1.0
ekitchenandhome,0,1,1.0
mallorylane,1,2,0.5
cowparade,0,1,1.0
franksenterprises,0,1,1.0
adameve,2,13,0.846
care,1,3,0.667
mineralperfections,0,1,1.0
shopkitchenaid,1,3,0.667
clarion,0,3,1.0
amcentertainment,5,19,0.737
etrailer,1,2,0.5
hanselfrombasel,0,1,1.0
essie,2,5,0.6
horizondatasys,0,1,1.0
dzgame,0,1,1.0
solowstyle,0,2,1.0
pamperedchef,0,5,1.0
legifts,0,1,1.0
promotion,1,1,0.0
maytag,0,2,1.0
notschlock,0,1,1.0
backforty,0,2,1.0
fe,0,1,1.0
archos,1,3,0.667
finegardenproducts,0,1,1.0
tangodown,0,1,1.0
v8servers,0,1,1.0
oaklandraiders,0,1,1.0
miamiwinefair,0,3,1.0
manhattanportage,0,1,1.0
nikefire,0,2,1.0
chanellospizza,0,3,1.0
vastwholesale,0,1,1.0
clairemurray,0,1,1.0
americansafetycouncil,0,1,1.0
buysocialmediafans,0,2,1.0
designersi,0,1,1.0
zehosting,1,2,0.5
fi,3,5,0.4
icelandhealthstore,0,1,1.0
extraspacestorage,0,4,1.0
jiffysteamer,0,2,1.0
dealsnob,0,2,1.0
pinupgirlclothing,1,4,0.75
dearfoams,0,1,1.0
rockstartactical,0,2,1.0
goinggear,0,2,1.0
mochishop,0,1,1.0
sheex,0,1,1.0
fatburger,0,2,1.0
cheapostay,1,8,0.875
buffalojeans,0,1,1.0
lunfan,0,1,1.0
creativeclearstamps,0,2,1.0
calacademy,0,3,1.0
homestore,1,2,0.5
rushimprint,0,1,1.0
pny,1,1,0.0
drjays,1,8,0.875
socialendorsements,0,1,1.0
pittsburgh,0,1,1.0
printerexperts,0,2,1.0
laughstub,0,2,1.0
letterperspectives,1,2,0.5
airasia,0,3,1.0
sorel,0,2,1.0
dickssportinggoods,29,114,0.746
babyuniverse,0,1,1.0
ergogeek,1,2,0.5
microcenter,2,4,0.5
personalizeddrinkware,0,1,1.0
pnf,0,7,1.0
citrusmagic,0,2,1.0
harmonyhousefoods,0,2,1.0
umbrellasource,0,1,1.0
specialtypoolproducts,0,1,1.0
merrell,1,5,0.8
fitzallblades,0,2,1.0
trinitycandlefactory,0,1,1.0
mineeds,0,1,1.0
aquaresorts,0,1,1.0
lildiaperdepot,0,1,1.0
pegreetingcards,0,1,1.0
teebop,0,2,1.0
spyzooka,0,1,1.0
colehaan,0,9,1.0
clutchseattle,0,1,1.0
isobellloyd,0,1,1.0
pageplusdirect,1,4,0.75
purchasetix,0,1,1.0
heartratemonitorsusa,0,6,1.0
elansguides,0,2,1.0
gexaenergy,0,2,1.0
rubbermaid,0,3,1.0
premier,0,2,1.0
ejwoutdoors,0,1,1.0
safariltd,0,1,1.0
aerosoles,0,6,1.0
fashionlacewigs,0,1,1.0
outdoorgearbarn,0,1,1.0
shopbrodart,0,1,1.0
fairgift,0,1,1.0
puretalkusa,0,1,1.0
fatyourwallet,0,1,1.0
pexuniverse,0,2,1.0
heavydutystore,0,1,1.0
straighttalk,1,4,0.75
gominis,0,1,1.0
poolgeek,0,1,1.0
onlinefabricstore,0,1,1.0
getfiles,0,1,1.0
thesunisthesameinarelativewaybutyoureolder,0,1,1.0
debenhams,0,2,1.0
zoogstercostumes,0,1,1.0
cyclingmanager,0,1,1.0
thefruitcompany,1,1,0.0
sdfilingproducts,0,2,1.0
fragrantsoul,0,2,1.0
mandalybay,0,1,1.0
flowtoys,0,1,1.0
webcarhire,0,1,1.0
trueswords,1,2,0.5
woodwickcandle,1,2,0.5
jijikiki,0,1,1.0
defshop,0,1,1.0
steinertractor,0,1,1.0
laperla,0,1,1.0
postmaster,0,1,1.0
dinakaran,0,1,1.0
scottevest,0,2,1.0
dailyphotomap,0,1,1.0
imagineworldwide,0,1,1.0
lipseals,0,1,1.0
seedman,0,1,1.0
mmo1st,0,1,1.0
topsmagic,0,2,1.0
logees,0,1,1.0
drivewire,1,3,0.667
totalfitnessdvds,0,1,1.0
roxio,0,2,1.0
createapendant,0,1,1.0
egymedical,0,1,1.0
expressmen,0,3,1.0
dermashoppe,0,1,1.0
jphelan,0,1,1.0
amtrak,11,67,0.836
1800gotjunk,3,3,0.0
desteenation,0,1,1.0
hurley,0,6,1.0
123inkcartridges,2,5,0.6
napmatsandmore,0,1,1.0
ladylynnsgiftboutique,0,1,1.0
underarmour,1,16,0.938
interviewangel,0,1,1.0
madeforwalking,1,2,0.5
filing,0,2,1.0
ezibuy,0,2,1.0
fieldnotesbrand,0,3,1.0
spymuseum,0,1,1.0
huggableme,0,1,1.0
spartancoupons,0,1,1.0
jamaligarden,0,1,1.0
mamamio,1,2,0.5
skateparkoftampa,0,1,1.0
filters2comfort,0,1,1.0
rapidshare,1,1,0.0
airnet,0,1,1.0
intrepidtravel,0,2,1.0
perfumeemporium,0,2,1.0
inmagine,0,1,1.0
mgmstore,0,1,1.0
thepearlgirls,0,3,1.0
snapfish,16,74,0.784
growfreeusa,0,1,1.0
ornamentshop,1,3,0.667
hotwokfeng,0,1,1.0
gateway,0,1,1.0
newmoonstudio,0,1,1.0
sirmitchell,0,1,1.0
arizonagrandresort,0,2,1.0
dazadi,0,2,1.0
taqwaiman,0,1,1.0
businessvision,0,1,1.0
hotelsbycity,0,2,1.0
catgenie,0,3,1.0
mysurvey,0,2,1.0
fastpitchsales,0,1,1.0
christianbook,2,32,0.938
watchuseek,0,2,1.0
motherware,0,1,1.0
powerscore,0,1,1.0
bumperstickermagnet,0,1,1.0
vsiart,1,2,0.5
pierresilber,0,1,1.0
meetmark,0,2,1.0
livelinks,0,2,1.0
htproducts,0,1,1.0
armstrongmywire,0,1,1.0
footsmart,6,15,0.6
dirtycoutureonline,0,2,1.0
striperfishingcapecod,0,1,1.0
gosatellite,0,2,1.0
alhamapsicologos,0,1,1.0
rockabyebabymusic,0,1,1.0
healthspannetwork,0,1,1.0
thefloridaexpressbus,0,1,1.0
needplumbingsupplies,0,2,1.0
mexicanvanilla,0,1,1.0
aerie,0,7,1.0
baseballwarehouse,0,2,1.0
dillyeo,0,1,1.0
kandgcycles,0,1,1.0
hoffmastering,0,1,1.0
cedarpoint,0,4,1.0
columbiahouse,1,3,0.667
shamansgarden,3,3,0.0
centraldesktop,0,1,1.0
morganhillcreamery,0,1,1.0
temno,0,1,1.0
sonystyle,0,7,1.0
dwr,0,3,1.0
migenblog,0,1,1.0
easyspirit,1,12,0.917
discountschoolsupply,2,4,0.5
fantstreeservice,0,1,1.0
superhappypets,1,2,0.5
firestone,0,3,1.0
mysimpleindulgence,0,1,1.0
turtlebeach,0,4,1.0
avenue,3,20,0.85
kmov,0,1,1.0
exstora,0,1,1.0
blaircandy,0,2,1.0
jhsportsjackets,0,1,1.0
fitzz,0,1,1.0
limelight,0,1,1.0
steinmart,1,13,0.923
wdennis,0,1,1.0
microchipdirect,0,2,1.0
youcanmakethis,0,2,1.0
blockbusterexpress,1,3,0.667
mindwareonline,0,1,1.0
nationalexpress,0,1,1.0
seattlemet,0,1,1.0
collegebookrenter,2,13,0.846
marygreen,0,1,1.0
kittyapparel,0,1,1.0
z8games,1,4,0.75
beezid,12,25,0.52
travelstore,0,1,1.0
ezportraits,0,2,1.0
fauxpanels,0,1,1.0
cibuinternational,0,1,1.0
svima,0,1,1.0
thetwinery,0,1,1.0
gwn,0,1,1.0
netmagazine,0,1,1.0
janeiredale,0,2,1.0
honeybell,0,2,1.0
shopwars,0,1,1.0
thezestydesk,0,1,1.0
fascinations,0,1,1.0
hannaandersson,16,26,0.385
lenovocallawaygolfpreowned,0,1,1.0
davidccook,0,2,1.0
radtech,0,2,1.0
lacie,0,1,1.0
tightboards,0,2,1.0
andertons,0,2,1.0
khobohut,0,1,1.0
linencompany,0,1,1.0
museodeco,0,1,1.0
frizzoff,0,1,1.0
quiksilver,0,8,1.0
beautybar,0,3,1.0
raresnapback,0,2,1.0
iolo,0,5,1.0
eyeslipsface,15,55,0.727
freemp3trial,0,1,1.0
ebonyline,0,2,1.0
painfulpleasures,1,3,0.667
carolinarustica,0,1,1.0
mccallpattern,0,1,1.0
simplyeyeglasses,0,2,1.0
brownwoodacres,0,1,1.0
kswiss,0,3,1.0
olympiasports,1,3,0.667
gardendecorstyletreasures,0,1,1.0
vividseats,0,6,1.0
otbeach,0,1,1.0
swvps,0,2,1.0
regalcinemas,0,2,1.0
applebees,5,12,0.583
rackwarehouse,0,1,1.0
icetheme,0,1,1.0
mazeltovfurniture,0,2,1.0
longaberger,0,1,1.0
spbsoftwarehouse,0,2,1.0
mmogap,0,1,1.0
americanbridal,0,6,1.0
aero,1,7,0.857
psfskincare,0,1,1.0
aquasana,0,1,1.0
hotelopia,0,2,1.0
evaluesoftware,0,1,1.0
fruitstoremember,0,1,1.0
partyamerica,0,4,1.0
confederationcentre,0,1,1.0
iloveartdeco,0,1,1.0
mjcomponents,0,1,1.0
lsribbon,0,2,1.0
flowerslipper,0,2,1.0
ezihippo,0,1,1.0
proaudiosuperstore,0,2,1.0
linkyourshirt,0,1,1.0
blackhoundny,0,1,1.0
shockwave,0,2,1.0
lovescents,0,1,1.0
waytutucute,0,1,1.0
softwaremarket,0,10,1.0
premiernailsource,1,2,0.5
firststopoutletonline,0,1,1.0
yogisanonymous,0,2,1.0
merchdirect,1,3,0.667
idearibbon,0,2,1.0
icanseemypc,0,1,1.0
eil,0,1,1.0
josiemarancosmetics,0,3,1.0
felthousensflorist,0,1,1.0
kantjil,0,1,1.0
ceebaileys,0,1,1.0
latisse,0,2,1.0
wholesaleballoons,1,1,0.0
spitoskylo,0,1,1.0
rockwelltime,0,1,1.0
gigiscupcakesusa,0,2,1.0
sweetwater,0,2,1.0
wowsocool,0,1,1.0
tarpaflex,0,1,1.0
liveedit,0,1,1.0
myfirstmascot,0,1,1.0
amazingtechdepot,0,2,1.0
heels,1,3,0.667
doulashop,0,3,1.0
longhornfashions,0,1,1.0
csnsofas,0,1,1.0
jbrandjeans,0,1,1.0
kosher,0,2,1.0
choosehope,0,4,1.0
vaniqua,0,1,1.0
baldwincooke,0,1,1.0
pharmacy2u,0,3,1.0
jronigerry2cprewards,0,1,1.0
dogsportgear,0,2,1.0
speedpass,0,1,1.0
ecklerscorvette,0,1,1.0
mynewcompany,0,1,1.0
adatoday,0,1,1.0
lite,0,2,1.0
delias,5,24,0.792
ncfurniturediscounters,0,2,1.0
fromscratchdesigns,0,1,1.0
chevymall,0,3,1.0
gourmetsettings,0,2,1.0
americanmuscle,1,8,0.875
joiphone,0,1,1.0
geheugen,0,1,1.0
contemporarycloth,0,1,1.0
callingmart,8,30,0.733
yanashiki,0,1,1.0
bandlu,0,1,1.0
onexamination,0,1,1.0
contactfill,0,1,1.0
giftscircle,0,1,1.0
teachingsupplystore,0,2,1.0
eitd,0,1,1.0
windmillkids,0,1,1.0
redbox,34,120,0.717
uniontelecard,0,2,1.0
hamptonct,0,1,1.0
clsi,0,1,1.0
hipundies,0,1,1.0
loveybums,0,2,1.0
minimebabygear,0,1,1.0
mauishirts,0,1,1.0
freeprizesite,0,1,1.0
onetravel,0,3,1.0
westin,3,6,0.5
anneklein,3,5,0.4
superiornutstore,0,1,1.0
blablaland,0,1,1.0
tictacarea,0,1,1.0
lovethatsticker,0,1,1.0
frysfood,0,2,1.0
medikidz,0,1,1.0
ccs,2,12,0.833
tonneaucoversworld,0,1,1.0
hairtwisters,0,2,1.0
femailcreations,0,2,1.0
perfectcostume,0,1,1.0
worldlacrosseshop,1,1,0.0
dhccare,0,1,1.0
flyingnetwork,0,1,1.0
thinktankphoto,0,1,1.0
beadsandpieces,0,3,1.0
candle4less,0,1,1.0
gaylordpalms,0,3,1.0
heroesimdb,0,1,1.0
dacardworld,0,4,1.0
ilovezinnia,0,1,1.0
puppychow,0,1,1.0
aspirace,0,2,1.0
unitedstatesmarinecorp,0,1,1.0
holidayautos,0,1,1.0
waxtoriches,0,3,1.0
metrodeal,0,1,1.0
interweavestore,0,4,1.0
123hjemmeisde,0,1,1.0
ldproducts,1,6,0.833
fragrancesandcosmetics,0,1,1.0
thesunglassmanonline,0,2,1.0
sullivanuniforms,0,1,1.0
tobi,4,8,0.5
daydeal,0,1,1.0
discountflare,0,1,1.0
blueskyimg,0,1,1.0
bodykits,0,3,1.0
bettersex,1,1,0.0
grammafransfixins,0,1,1.0
mongoose,0,1,1.0
activerideshop,0,2,1.0
covenanthealthproducts,1,1,0.0
overratingtheunderrated,0,1,1.0
lensrentals,0,1,1.0
learnaboutgolf,0,1,1.0
zoonewengland,0,1,1.0
finishlinesaksfifthavenue,0,1,1.0
stylefile,0,1,1.0
shopsafco,0,1,1.0
masonictravels,0,1,1.0
maximuscards,0,3,1.0
littlefairywings,0,1,1.0
divadiamonds,0,1,1.0
foodservicewarehouse,0,2,1.0
hover,1,2,0.5
nestmom,0,1,1.0
pocketgear,0,1,1.0
swimsuitsforall,1,6,0.833
neatreceipts,0,3,1.0
calendars,0,2,1.0
alldogboots,0,1,1.0
leapfrog,0,3,1.0
warehouse,0,3,1.0
polkadotposies,1,1,0.0
lacassefurniture,0,1,1.0
inkfarm,0,5,1.0
jkjonesdesign,0,1,1.0
cell2get,0,1,1.0
riddell,0,3,1.0
marcopromotionalproducts,0,1,1.0
redbubble,0,7,1.0
artistcraftsman,0,1,1.0
especialcoupons,0,1,1.0
soccergarage,0,1,1.0
histame,0,1,1.0
chelseasofnewyork,1,2,0.5
wakeuptheworld,0,1,1.0
jtsworld,0,1,1.0
healthmegamall,0,1,1.0
opry,0,2,1.0
businessnameusa,0,1,1.0
forthekidinyou,0,1,1.0
smsglobal,0,1,1.0
friendscircle,0,1,1.0
tirerack,5,10,0.5
greenlinepaper,0,1,1.0
grasscity,2,12,0.833
furnitureopia,0,1,1.0
gohastings,2,17,0.882
zbsports,0,4,1.0
cyberport,0,1,1.0
starwoodhotels,5,14,0.643
circaretro,0,1,1.0
dayrunner,1,4,0.75
theunionbootpro,0,2,1.0
pricerunner,0,1,1.0
proplan,0,3,1.0
petamall,0,1,1.0
ramseyoutdoor,0,3,1.0
perriconemd,0,1,1.0
healthhometest,1,1,0.0
hugsandhissyfits,0,1,1.0
moviebox,8,9,0.111
subagames,1,3,0.667
candywarehouse,1,2,0.5
duffyspetfooddelivery,0,1,1.0
denimexpress,0,1,1.0
bumperblocker,0,2,1.0
irvsluggage,0,7,1.0
midnightvelvet,0,4,1.0
squirt,2,5,0.6
jardendirect,0,1,1.0
hudsontrail,0,1,1.0
kirkland,0,1,1.0
netaporta,0,1,1.0
kenozacoffee,1,4,0.75
epson,0,11,1.0
chopontheblock,0,1,1.0
aceticket,0,4,1.0
xterrawetsuits,1,1,0.0
nancysnotions,1,3,0.667
redleafpress,0,1,1.0
jrobimpact,0,1,1.0
teachersource,0,1,1.0
assembla,0,1,1.0
decorativethings,0,1,1.0
bobstores,0,3,1.0
skiphop,0,2,1.0
jeffpaul,0,1,1.0
sportchek,1,4,0.75
dzi,0,2,1.0
eucalyptusstonewareshopping,0,1,1.0
wombpics,1,2,0.5
game4v,0,1,1.0
destinationlighting,0,1,1.0
guitarworld,0,2,1.0
jellybelly,0,2,1.0
exvigilare,0,1,1.0
metrokitchen,0,2,1.0
couponcollie,0,1,1.0
ashro,0,5,1.0
organizedatoz,0,1,1.0
aklabs,0,1,1.0
legendaryusa,0,1,1.0
ritzpix,0,4,1.0
aswagg,0,1,1.0
fwdhome,0,1,1.0
jeffersequine,2,5,0.6
teadistrict,0,1,1.0
hsuginseng,0,2,1.0
nationvoice,0,2,1.0
workngear,1,3,0.667
sugru,1,2,0.5
pollotropical,0,1,1.0
kmart,15,59,0.746
holygrailnetworkmarketing,0,1,1.0
evahost,0,1,1.0
teamcovers,0,2,1.0
langenscheidt,0,1,1.0
lol,1,5,0.8
disneyworld,1,35,0.971
eurostarjewelry,0,1,1.0
opushotel,0,1,1.0
weieast,0,2,1.0
stars,1,1,0.0
usedminnesota,0,1,1.0
victoriantradingco,0,3,1.0
petedge,0,11,1.0
nccogop,0,1,1.0
shopakira,0,2,1.0
napster,0,3,1.0
tommydxxx,0,1,1.0
jeanotype,0,1,1.0
desertwildlife,0,1,1.0
axelmusic,0,1,1.0
honeystinger,0,1,1.0
knoxvilletickets,0,1,1.0
lexisnexis,1,4,0.75
equickxpress,0,1,1.0
ustarnovels,0,2,1.0
funbrain,0,1,1.0
idealhealth,0,2,1.0
cheaperholidays,0,1,1.0
goggles4u,1,2,0.5
strollers,0,4,1.0
beyondtherack,2,4,0.5
famousdaves,1,4,0.75
divinecasuals,0,1,1.0
gravitydefyer,0,1,1.0
agilewebsolutions,0,2,1.0
takeofflive,1,2,0.5
admitoneproducts,0,1,1.0
americacarrental,0,1,1.0
preownedweddingdresses,0,2,1.0
waybasics,0,1,1.0
myopticalshop,0,1,1.0
annaslinens,0,6,1.0
karenskreations,0,1,1.0
slumberland,0,1,1.0
golflocker,0,1,1.0
pinkolive,0,1,1.0
justkidsstore,0,4,1.0
iamtheprincess,0,1,1.0
morphsuits,0,8,1.0
fubaohealthstore,0,1,1.0
endangerwear,0,1,1.0
orsymphony,0,1,1.0
rvinyl,1,1,0.0
opsgear,0,1,1.0
bhotelsandresorts,1,1,0.0
nero,0,1,1.0
passportpizza,0,1,1.0
scottvest,0,2,1.0
shopko,2,4,0.5
virginmobilefestival,0,1,1.0
evonycoin,0,1,1.0
thegarlicstore,0,1,1.0
watsonadventures,0,2,1.0
mondoliquor,0,1,1.0
bbycks,0,2,1.0
adwords,0,3,1.0
oconnorflorist,0,1,1.0
royalyarns,0,1,1.0
golfcarttiresnmore,0,1,1.0
mingowireless,0,1,1.0
myvoiceatbonton,0,3,1.0
pacificcoast,0,1,1.0
kidsarefanstoo,0,1,1.0
warehouseshoesale,0,1,1.0
salonhair,0,1,1.0
chronoshark,0,2,1.0
colombo,0,1,1.0
itekcanada,0,1,1.0
windsorvineyards,0,2,1.0
thompsonhotels,0,2,1.0
sendit,0,1,1.0
fernknives,0,1,1.0
kandicota,0,1,1.0
spiritair,5,41,0.878
gotrshop,0,1,1.0
qualitytoys,0,1,1.0
clifbarstore,0,3,1.0
tops4less,0,1,1.0
suzanneclara,0,1,1.0
illyusa,0,1,1.0
escambiahigh1962,0,1,1.0
sierralivingconcepts,0,2,1.0
overstockjeweler,0,2,1.0
backblaze,0,1,1.0
basecamphq,0,2,1.0
casualmalexl,0,3,1.0
carrotink,1,2,0.5
helenadenatalio,0,1,1.0
decoratorsbest,0,1,1.0
moonlight,0,1,1.0
goalqpc,0,1,1.0
lamirjewelry,0,1,1.0
hamblyscreenprints,0,1,1.0
designamosaic,0,1,1.0
academicsuperstore,0,6,1.0
janehollingerjewelry,0,1,1.0
treasureofdreams,0,1,1.0
endles,0,1,1.0
jackinthebox,0,4,1.0
mspcricutmachinesandcartridges,0,1,1.0
rwccpas,0,1,1.0
libertyorchards,0,1,1.0
grandinroad,1,15,0.933
bestbridalprices,0,1,1.0
groupbuy,0,2,1.0
greenhatkiteboarding,0,1,1.0
azbroadwaytheatre,0,1,1.0
fidopetfood,0,1,1.0
umgpestcontrol,0,1,1.0
tuxedosonline,0,3,1.0
chicklingosigns,0,1,1.0
juicedesignstudio,0,1,1.0
themonogramdivas,0,2,1.0
i9sports,0,2,1.0
employeestore,0,1,1.0
dotcells,0,1,1.0
paulayoungwigs,0,2,1.0
dunkleyhouse,0,1,1.0
birthdaydirect,0,5,1.0
redcats,0,1,1.0
picaboo,1,8,0.875
poolsinc,0,1,1.0
lafuente,1,1,0.0
costumexpress,0,1,1.0
gsdemo,0,1,1.0
makingfriends,0,2,1.0
kingsmotorbikes,0,2,1.0
dailymoda,0,1,1.0
very,0,3,1.0
paydayone,0,2,1.0
dynamitetoolco,0,1,1.0
dealmed,0,1,1.0
awrestaurants,0,3,1.0
wehkamp,0,1,1.0
kapinisecurity,0,1,1.0
vapourbeauty,0,1,1.0
lucableu,0,1,1.0
mporia,0,1,1.0
grindwheat,0,1,1.0
jcpenny,0,8,1.0
ashleyfurniturehomestore,0,1,1.0
baileyswines,0,1,1.0
decalmx,0,1,1.0
divastyleshop,0,1,1.0
jumbobay,0,1,1.0
ambitenergy,0,2,1.0
outofprint,0,2,1.0
spencersonline,5,12,0.583
ezezvacuum,0,1,1.0
konsyl,0,1,1.0
gpets,0,1,1.0
musicmagpie,0,1,1.0
pureivorysnow,0,1,1.0
aspenpublishers,0,2,1.0
domainesia,0,1,1.0
soaptopia,0,1,1.0
boostaroo,0,1,1.0
3deeel,0,1,1.0
dressgoddess,0,1,1.0
importers,0,2,1.0
blurbpoint,0,1,1.0
thehut,0,2,1.0
drshoes,0,1,1.0
mmamonkey,0,1,1.0
booksonboard,0,2,1.0
mamaohbaby,0,1,1.0
papajohns,79,602,0.869
empoweredwithin,0,1,1.0
pickegg,0,2,1.0
clubit,0,1,1.0
battledawn,0,1,1.0
