Coupon,Num. Of Clicks,Min Time,Min-Clicks,Max Time,Max-Clicks,Mean,Meadian,Std. Dev
2844946,11,02,1,11,2,25.0,24,14.491
2534084,1,41,1,41,1,41.0,41.0,0.0
2838118,2,38,1,38,1,27.0,27.0,11.0
2802933,1,52,1,52,1,52.0,52.0,0.0
2827671,1,51,1,51,1,51.0,51.0,0.0
S166853,2,10,1,10,1,17.0,17.5,7.517
2848870,2,08,1,08,1,11.0,11.0,3.0
2103330,1,54,1,54,1,54.0,54.0,0.0
2318580,4,28,1,39,2,41.0,39.0,10.794
2719389,4,25,1,25,1,37.0,37.5,17.593
2744525,2,11,1,11,1,30.0,30.0,19.0
2837222,2,10,1,10,1,7.0,7.0,3.0
2098354,1,25,1,25,1,25.0,25.0,0.0
2687731,1,04,1,04,1,4.0,4.0,0.0
2705142,2,26,1,26,1,26.0,26.5,0.707
2766817,2,09,2,09,2,9.0,9.0,0.0
S168244,1,21,1,21,1,21.0,21.0,0.0
S150154,1,47,1,47,1,47.0,47.0,0.0
2771885,1,27,1,27,1,27.0,27.0,0.0
2636372,1,09,1,09,1,9.0,9.0,0.0
2778336,3,32,1,32,1,25.0,32,11.619
S142051,2,37,1,37,1,29.0,29.5,7.517
2755622,1,35,1,35,1,35.0,35.0,0.0
1879601,2,02,1,02,1,21.0,21.5,19.506
2587884,10,11,1,38,2,30.0,37.0,15.268
S136595,18,02,1,40,3,34.0,39.5,16.088
S213284,1,53,1,53,1,53.0,53.0,0.0
S137688,1,52,1,52,1,52.0,52.0,0.0
2851416,1,42,1,42,1,42.0,42.0,0.0
2400675,1,37,1,37,1,37.0,37.0,0.0
S188345,2,19,2,19,2,19.0,19.0,0.0
S142436,1,55,1,55,1,55.0,55.0,0.0
2144241,7,02,1,02,1,25.0,15,19.42
2764649,1,26,1,26,1,26.0,26.0,0.0
2689553,2,46,1,46,1,45.0,45.5,0.707
2757473,4,42,1,48,2,39.0,45.0,11.124
2842621,4,24,1,24,1,15.0,16.0,7.984
2665899,1,20,1,20,1,20.0,20.0,0.0
2678138,1,45,1,45,1,45.0,45.0,0.0
2835841,1,50,1,50,1,50.0,50.0,0.0
2841675,1,19,1,19,1,19.0,19.0,0.0
2816748,6,03,1,03,1,33.0,40.0,20.728
2755706,1,50,1,50,1,50.0,50.0,0.0
2844401,1,17,1,17,1,17.0,17.0,0.0
2737979,1,15,1,15,1,15.0,15.0,0.0
S161282,1,26,1,26,1,26.0,26.0,0.0
S158427,1,34,1,34,1,34.0,34.0,0.0
2711065,2,03,2,03,2,3.0,3.0,0.0
2842199,1,41,1,41,1,41.0,41.0,0.0
2400243,2,47,1,47,1,27.0,27.0,20.0
2825189,4,19,1,19,1,30.0,26.5,12.104
1528795,1,51,1,51,1,51.0,51.0,0.0
2660286,1,35,1,35,1,35.0,35.0,0.0
2563651,2,13,2,13,2,13.0,13.0,0.0
S214564,1,41,1,41,1,41.0,41.0,0.0
2806786,1,40,1,40,1,40.0,40.0,0.0
2834603,1,01,1,01,1,1.0,1.0,0.0
S270520,1,51,1,51,1,51.0,51.0,0.0
2800921,2,46,1,46,1,47.0,47.0,1.0
2747919,1,55,1,55,1,55.0,55.0,0.0
S165384,1,54,1,54,1,54.0,54.0,0.0
2840367,1,22,1,22,1,22.0,22.0,0.0
2795375,1,59,1,59,1,59.0,59.0,0.0
844736,1,50,1,50,1,50.0,50.0,0.0
2824057,1,34,1,34,1,34.0,34.0,0.0
1929888,1,23,1,23,1,23.0,23.0,0.0
2025029,1,39,1,39,1,39.0,39.0,0.0
2174993,1,13,1,13,1,13.0,13.0,0.0
2819424,1,09,1,09,1,9.0,9.0,0.0
2843907,1,35,1,35,1,35.0,35.0,0.0
1404648,2,54,1,54,1,27.0,27.0,27.0
2801337,3,25,1,25,1,29.0,25,8.083
2648721,1,09,1,09,1,9.0,9.0,0.0
2835912,1,01,1,01,1,1.0,1.0,0.0
2730775,6,26,1,26,1,29.0,27.5,9.539
2680070,1,45,1,45,1,45.0,45.0,0.0
2556252,1,03,1,03,1,3.0,3.0,0.0
2689618,1,48,1,48,1,48.0,48.0,0.0
2851866,1,16,1,16,1,16.0,16.0,0.0
S180631,1,27,1,27,1,27.0,27.0,0.0
1697050,2,25,1,25,1,37.0,37.0,12.0
2840523,2,13,1,13,1,7.0,7.0,6.0
2828899,1,18,1,18,1,18.0,18.0,0.0
2422130,1,37,1,37,1,37.0,37.0,0.0
2646773,2,09,1,09,1,27.0,27.0,18.0
2784998,3,10,1,10,1,36.0,49,18.628
2116096,1,29,1,29,1,29.0,29.0,0.0
2755426,1,14,1,14,1,14.0,14.0,0.0
2679212,1,51,1,51,1,51.0,51.0,0.0
2765290,2,13,1,13,1,26.0,26.5,13.509
2782653,3,15,3,15,3,15.0,15,0.0
2833742,2,32,1,32,1,33.0,33.5,1.581
2762654,1,59,1,59,1,59.0,59.0,0.0
2808176,2,29,1,29,1,39.0,39.0,10.0
S189615,1,34,1,34,1,34.0,34.0,0.0
2824693,1,22,1,22,1,22.0,22.0,0.0
2457156,1,20,1,20,1,20.0,20.0,0.0
2845698,1,05,1,05,1,5.0,5.0,0.0
2741378,5,24,1,17,2,14.0,17,6.841
2840200,6,25,1,25,1,33.0,30.0,19.655
S145252,1,58,1,58,1,58.0,58.0,0.0
2846968,6,51,1,00,2,22.0,16.5,21.722
2850631,1,13,1,13,1,13.0,13.0,0.0
2783128,1,49,1,49,1,49.0,49.0,0.0
2838106,1,13,1,13,1,13.0,13.0,0.0
2726236,1,50,1,50,1,50.0,50.0,0.0
2432669,1,08,1,08,1,8.0,8.0,0.0
2626457,1,03,1,03,1,3.0,3.0,0.0
2713427,3,01,1,56,2,37.0,56,25.936
2848964,1,21,1,21,1,21.0,21.0,0.0
2801556,14,11,1,49,2,31.0,35.5,18.54
1798265,1,22,1,22,1,22.0,22.0,0.0
1456603,2,32,1,32,1,24.0,24.0,8.0
1769381,3,10,1,10,1,23.0,30,9.695
2830119,1,27,1,27,1,27.0,27.0,0.0
2449314,1,29,1,29,1,29.0,29.0,0.0
S168363,1,41,1,41,1,41.0,41.0,0.0
2749999,1,04,1,04,1,4.0,4.0,0.0
S138095,1,44,1,44,1,44.0,44.0,0.0
2823898,1,05,1,05,1,5.0,5.0,0.0
1872100,1,34,1,34,1,34.0,34.0,0.0
1611342,1,15,1,15,1,15.0,15.0,0.0
2831455,2,08,2,08,2,8.0,8.0,0.0
2790535,1,12,1,12,1,12.0,12.0,0.0
2850642,1,19,1,19,1,19.0,19.0,0.0
2716298,2,11,1,11,1,11.0,11.5,0.707
1473696,2,39,2,39,2,39.0,39.0,0.0
2782795,2,51,1,51,1,43.0,43.5,7.517
2708534,1,16,1,16,1,16.0,16.0,0.0
2681971,5,37,1,37,1,32.0,37,19.789
2835451,2,00,1,00,1,21.0,21.5,21.506
2633911,1,58,1,58,1,58.0,58.0,0.0
2281347,8,13,1,13,1,37.0,43.5,16.325
2775572,1,45,1,45,1,45.0,45.0,0.0
714124,3,08,1,08,1,21.0,08,21.016
2822803,1,37,1,37,1,37.0,37.0,0.0
2850432,1,23,1,23,1,23.0,23.0,0.0
S149554,1,59,1,59,1,59.0,59.0,0.0
2663934,1,22,1,22,1,22.0,22.0,0.0
2706996,1,54,1,54,1,54.0,54.0,0.0
1305393,2,01,2,01,2,1.0,1.0,0.0
2682118,2,44,2,44,2,44.0,44.0,0.0
2261060,2,52,2,52,2,52.0,52.0,0.0
1959643,1,35,1,35,1,35.0,35.0,0.0
2843795,3,22,1,33,2,29.0,33,5.196
2458624,1,34,1,34,1,34.0,34.0,0.0
2515430,1,56,1,56,1,56.0,56.0,0.0
2508975,1,06,1,06,1,6.0,6.0,0.0
2478834,1,55,1,55,1,55.0,55.0,0.0
2488424,1,01,1,01,1,1.0,1.0,0.0
2678967,1,26,1,26,1,26.0,26.0,0.0
1179558,1,48,1,48,1,48.0,48.0,0.0
2764878,1,38,1,38,1,38.0,38.0,0.0
2746360,1,37,1,37,1,37.0,37.0,0.0
576804,1,42,1,42,1,42.0,42.0,0.0
2665554,1,51,1,51,1,51.0,51.0,0.0
1520856,1,35,1,35,1,35.0,35.0,0.0
2779983,6,54,1,07,2,27.0,22.0,21.004
2148616,1,42,1,42,1,42.0,42.0,0.0
2235123,1,29,1,29,1,29.0,29.0,0.0
1796901,1,26,1,26,1,26.0,26.0,0.0
2843590,1,18,1,18,1,18.0,18.0,0.0
798701,1,01,1,01,1,1.0,1.0,0.0
S185823,1,03,1,03,1,3.0,3.0,0.0
2174319,1,11,1,11,1,11.0,11.0,0.0
1709950,1,01,1,01,1,1.0,1.0,0.0
2850667,1,41,1,41,1,41.0,41.0,0.0
1310648,1,28,1,28,1,28.0,28.0,0.0
2703920,1,22,1,22,1,22.0,22.0,0.0
2780014,1,36,1,36,1,36.0,36.0,0.0
2714514,2,36,2,36,2,36.0,36.0,0.0
2506106,1,11,1,11,1,11.0,11.0,0.0
2044787,1,27,1,27,1,27.0,27.0,0.0
S177306,1,05,1,05,1,5.0,5.0,0.0
2787268,1,01,1,01,1,1.0,1.0,0.0
1783847,2,47,1,47,1,47.0,47.5,0.707
1896204,1,33,1,33,1,33.0,33.0,0.0
2659455,1,48,1,48,1,48.0,48.0,0.0
S170287,1,41,1,41,1,41.0,41.0,0.0
2851918,2,21,1,21,1,13.0,13.0,8.0
2124232,1,31,1,31,1,31.0,31.0,0.0
2850641,3,17,1,19,2,18.0,19,1.0
2661598,1,07,1,07,1,7.0,7.0,0.0
2835338,4,54,1,54,1,45.0,51.5,12.787
2624697,1,01,1,01,1,1.0,1.0,0.0
2099476,1,54,1,54,1,54.0,54.0,0.0
2835001,2,27,2,27,2,27.0,27.0,0.0
661015,1,01,1,01,1,1.0,1.0,0.0
1489126,1,28,1,28,1,28.0,28.0,0.0
S148649,1,59,1,59,1,59.0,59.0,0.0
2784327,1,25,1,25,1,25.0,25.0,0.0
2849180,5,39,1,01,3,10.0,01,14.731
2085341,6,11,1,20,2,28.0,26.0,12.342
S139420,2,31,1,31,1,22.0,22.5,8.515
2568721,1,28,1,28,1,28.0,28.0,0.0
2847032,3,50,1,50,1,31.0,40,19.305
2847672,4,13,1,13,1,28.0,28.0,15.508
2806144,54,42,1,44,4,32.0,37.0,16.968
S160122,1,42,1,42,1,42.0,42.0,0.0
2782991,3,13,1,14,2,13.0,14,0.816
2064726,1,39,1,39,1,39.0,39.0,0.0
2747903,1,33,1,33,1,33.0,33.0,0.0
2838965,1,19,1,19,1,19.0,19.0,0.0
919122,4,55,1,34,3,39.0,34.0,9.097
1760171,1,45,1,45,1,45.0,45.0,0.0
2746583,1,15,1,15,1,15.0,15.0,0.0
1443093,1,56,1,56,1,56.0,56.0,0.0
S163526,5,45,1,29,2,35.0,35,6.277
1226050,1,20,1,20,1,20.0,20.0,0.0
2836689,2,19,1,19,1,38.0,38.0,19.0
2763054,1,56,1,56,1,56.0,56.0,0.0
2265541,2,17,2,17,2,17.0,17.0,0.0
2784953,1,05,1,05,1,5.0,5.0,0.0
2201778,1,59,1,59,1,59.0,59.0,0.0
2846749,5,53,1,20,2,22.0,20,16.303
1471118,1,44,1,44,1,44.0,44.0,0.0
2710807,1,18,1,18,1,18.0,18.0,0.0
S143706,2,32,1,32,1,34.0,34.5,2.55
S148423,1,22,1,22,1,22.0,22.0,0.0
2582538,1,43,1,43,1,43.0,43.0,0.0
2819883,1,46,1,46,1,46.0,46.0,0.0
1897476,1,02,1,02,1,2.0,2.0,0.0
1861065,1,44,1,44,1,44.0,44.0,0.0
2851609,2,24,1,24,1,15.0,15.5,8.515
2459020,1,02,1,02,1,2.0,2.0,0.0
S172813,1,35,1,35,1,35.0,35.0,0.0
2782835,1,48,1,48,1,48.0,48.0,0.0
2478842,1,15,1,15,1,15.0,15.0,0.0
2849527,3,18,1,18,1,18.0,18,7.348
1767296,1,08,1,08,1,8.0,8.0,0.0
2474059,1,07,1,07,1,7.0,7.0,0.0
S136365,13,02,1,51,2,24.0,21,17.378
2851581,3,33,1,33,1,41.0,41,6.532
1686591,1,50,1,50,1,50.0,50.0,0.0
1908503,1,50,1,50,1,50.0,50.0,0.0
2691226,1,27,1,27,1,27.0,27.0,0.0
2752259,1,01,1,01,1,1.0,1.0,0.0
2081566,1,55,1,55,1,55.0,55.0,0.0
2842438,1,18,1,18,1,18.0,18.0,0.0
2501191,1,31,1,31,1,31.0,31.0,0.0
S215190,1,30,1,30,1,30.0,30.0,0.0
2818999,1,34,1,34,1,34.0,34.0,0.0
2762270,2,24,1,24,1,18.0,18.5,5.523
2660505,1,33,1,33,1,33.0,33.0,0.0
2841449,1,01,1,01,1,1.0,1.0,0.0
2706652,4,11,1,57,2,32.0,34.0,25.159
2733972,2,55,1,55,1,57.0,57.0,2.0
2795391,3,32,1,37,2,35.0,37,2.38
2823172,1,33,1,33,1,33.0,33.0,0.0
2764616,1,43,1,43,1,43.0,43.0,0.0
2503220,1,58,1,58,1,58.0,58.0,0.0
2737111,3,20,1,20,1,29.0,20,15.853
2847360,1,12,1,12,1,12.0,12.0,0.0
2444020,2,00,1,00,1,4.0,4.5,4.528
2800410,1,50,1,50,1,50.0,50.0,0.0
2816707,1,48,1,48,1,48.0,48.0,0.0
2850586,3,15,1,15,1,19.0,15,17.378
2639518,1,02,1,02,1,2.0,2.0,0.0
2603121,1,51,1,51,1,51.0,51.0,0.0
S168511,1,31,1,31,1,31.0,31.0,0.0
2850516,1,31,1,31,1,31.0,31.0,0.0
2849677,1,06,1,06,1,6.0,6.0,0.0
2849680,1,28,1,28,1,28.0,28.0,0.0
2780494,1,41,1,41,1,41.0,41.0,0.0
2740930,1,01,1,01,1,1.0,1.0,0.0
2830702,5,42,1,42,1,30.0,30,11.036
1931903,1,00,1,00,1,0.0,0.0,0.0
2842623,1,26,1,26,1,26.0,26.0,0.0
2760472,1,26,1,26,1,26.0,26.0,0.0
2094228,1,11,1,11,1,11.0,11.0,0.0
2823096,1,18,1,18,1,18.0,18.0,0.0
2841673,3,05,1,45,2,31.0,45,18.868
2708699,16,11,1,38,2,42.0,42.5,13.904
2797939,5,11,1,11,1,24.0,25,11.287
2663980,1,50,1,50,1,50.0,50.0,0.0
1778445,1,49,1,49,1,49.0,49.0,0.0
2809525,5,58,1,58,1,49.0,52,7.43
2750552,1,53,1,53,1,53.0,53.0,0.0
2830321,1,58,1,58,1,58.0,58.0,0.0
S192981,2,31,1,31,1,36.0,36.5,5.523
2571310,1,23,1,23,1,23.0,23.0,0.0
2819003,4,25,2,25,2,27.0,27.0,2.0
2746012,1,25,1,25,1,25.0,25.0,0.0
S255701,1,39,1,39,1,39.0,39.0,0.0
2733992,7,22,1,22,1,39.0,43,9.134
2826004,3,11,1,11,1,25.0,27,11.489
2835896,1,04,1,04,1,4.0,4.0,0.0
2603631,8,07,1,19,2,31.0,37.5,13.629
2689381,1,32,1,32,1,32.0,32.0,0.0
S206971,3,24,1,24,1,25.0,25,0.816
2840490,2,11,1,11,1,16.0,16.0,5.0
2257766,1,37,1,37,1,37.0,37.0,0.0
2834601,2,25,1,25,1,36.0,36.0,11.0
1052068,1,47,1,47,1,47.0,47.0,0.0
2830413,6,56,1,25,2,35.0,36.0,10.384
2752690,1,08,1,08,1,8.0,8.0,0.0
1417541,1,03,1,03,1,3.0,3.0,0.0
2583817,1,51,1,51,1,51.0,51.0,0.0
2809514,10,13,1,30,2,33.0,30.0,16.637
S172336,2,26,1,26,1,17.0,17.0,9.0
2017275,1,10,1,10,1,10.0,10.0,0.0
630066,2,11,1,11,1,12.0,12.0,1.0
2816031,2,43,2,43,2,43.0,43.0,0.0
2810026,21,02,1,33,2,30.0,30,18.764
2819371,10,24,1,32,3,28.0,29.0,13.442
2827698,9,24,1,24,1,22.0,20,13.346
2851864,1,51,1,51,1,51.0,51.0,0.0
1920148,1,50,1,50,1,50.0,50.0,0.0
2775062,3,59,1,59,1,29.0,15,20.984
986526,2,09,1,09,1,16.0,16.0,7.0
2787597,1,43,1,43,1,43.0,43.0,0.0
S147181,1,06,1,06,1,6.0,6.0,0.0
2492054,1,29,1,29,1,29.0,29.0,0.0
1899852,1,04,1,04,1,4.0,4.0,0.0
S150456,2,02,1,02,1,4.0,4.5,2.55
2729360,1,32,1,32,1,32.0,32.0,0.0
2716547,2,27,2,27,2,27.0,27.0,0.0
1800563,7,00,1,29,2,24.0,29,21.488
2821880,1,51,1,51,1,51.0,51.0,0.0
2839775,1,43,1,43,1,43.0,43.0,0.0
2476710,1,15,1,15,1,15.0,15.0,0.0
2801033,2,43,2,43,2,43.0,43.0,0.0
S160657,1,41,1,41,1,41.0,41.0,0.0
2843484,9,25,1,16,2,27.0,25,11.185
1071952,2,54,2,54,2,54.0,54.0,0.0
773961,2,07,1,07,1,23.0,23.5,16.508
2634943,5,38,1,39,2,40.0,39,2.191
2784925,5,08,1,08,1,18.0,13,16.037
2849156,1,03,1,03,1,3.0,3.0,0.0
2692128,15,25,1,14,2,32.0,38,15.232
2835581,1,50,1,50,1,50.0,50.0,0.0
S237402,1,54,1,54,1,54.0,54.0,0.0
2839757,5,19,1,19,1,15.0,18,7.823
2849939,2,19,1,19,1,32.0,32.5,13.509
2790477,10,02,1,02,1,31.0,35.5,16.604
1005546,1,30,1,30,1,30.0,30.0,0.0
2712369,1,00,1,00,1,0.0,0.0,0.0
2816977,1,51,1,51,1,51.0,51.0,0.0
1764530,5,10,1,10,1,26.0,22,18.287
2480432,4,39,1,39,1,30.0,30.0,13.62
2837343,1,53,1,53,1,53.0,53.0,0.0
2430622,1,36,1,36,1,36.0,36.0,0.0
2719776,1,14,1,14,1,14.0,14.0,0.0
1886834,12,02,1,19,3,33.0,31.5,17.282
2851225,10,25,1,21,4,23.0,21.0,7.021
2645689,2,08,1,08,1,14.0,14.5,6.519
2393789,1,40,1,40,1,40.0,40.0,0.0
S186406,1,54,1,54,1,54.0,54.0,0.0
2821517,2,50,1,50,1,49.0,49.5,0.707
2830391,3,33,1,33,1,27.0,33,8.287
2846726,3,10,1,15,2,13.0,15,2.38
2743835,1,05,1,05,1,5.0,5.0,0.0
1710308,1,04,1,04,1,4.0,4.0,0.0
S151123,1,32,1,32,1,32.0,32.0,0.0
S150985,1,03,1,03,1,3.0,3.0,0.0
S166592,1,52,1,52,1,52.0,52.0,0.0
2848686,2,57,2,57,2,57.0,57.0,0.0
2760455,1,12,1,12,1,12.0,12.0,0.0
2831448,5,42,1,28,3,35.0,28,8.854
2092901,1,49,1,49,1,49.0,49.0,0.0
2846256,18,24,1,01,3,21.0,21.5,15.67
2350418,1,08,1,08,1,8.0,8.0,0.0
2711348,1,57,1,57,1,57.0,57.0,0.0
2636086,1,14,1,14,1,14.0,14.0,0.0
2780705,1,12,1,12,1,12.0,12.0,0.0
1445389,1,10,1,10,1,10.0,10.0,0.0
2174731,4,11,1,11,1,33.0,38.5,13.285
2819277,5,19,1,19,1,28.0,19,18.017
2839305,2,18,1,18,1,30.0,30.5,12.51
1815107,1,30,1,30,1,30.0,30.0,0.0
S181567,1,28,1,28,1,28.0,28.0,0.0
2802736,2,56,1,56,1,31.0,31.0,25.0
659402,1,37,1,37,1,37.0,37.0,0.0
2461665,3,02,1,02,1,22.0,30,14.236
2801673,3,26,1,26,1,30.0,26,16.573
2647902,1,12,1,12,1,12.0,12.0,0.0
2817060,1,33,1,33,1,33.0,33.0,0.0
608596,1,05,1,05,1,5.0,5.0,0.0
2840170,1,36,1,36,1,36.0,36.0,0.0
2844510,1,10,1,10,1,10.0,10.0,0.0
2777820,1,00,1,00,1,0.0,0.0,0.0
2788149,1,18,1,18,1,18.0,18.0,0.0
2733560,1,15,1,15,1,15.0,15.0,0.0
2483460,1,09,1,09,1,9.0,9.0,0.0
2579942,1,58,1,58,1,58.0,58.0,0.0
1811123,3,12,3,12,3,12.0,12,0.0
2777512,1,39,1,39,1,39.0,39.0,0.0
2790875,1,27,1,27,1,27.0,27.0,0.0
2767621,2,00,1,00,1,8.0,8.0,8.0
2437741,1,12,1,12,1,12.0,12.0,0.0
2772953,1,56,1,56,1,56.0,56.0,0.0
S207924,1,58,1,58,1,58.0,58.0,0.0
S227215,1,15,1,15,1,15.0,15.0,0.0
2148610,1,40,1,40,1,40.0,40.0,0.0
1512921,1,05,1,05,1,5.0,5.0,0.0
S143079,1,54,1,54,1,54.0,54.0,0.0
2654367,5,54,1,54,1,33.0,39,16.297
2612348,1,13,1,13,1,13.0,13.0,0.0
965549,1,23,1,23,1,23.0,23.0,0.0
2684652,1,36,1,36,1,36.0,36.0,0.0
1726796,2,30,1,30,1,17.0,17.0,13.0
2850115,1,58,1,58,1,58.0,58.0,0.0
2446440,1,23,1,23,1,23.0,23.0,0.0
2019593,7,24,1,55,2,38.0,50,17.321
S243895,1,47,1,47,1,47.0,47.0,0.0
2765496,1,26,1,26,1,26.0,26.0,0.0
S139657,1,28,1,28,1,28.0,28.0,0.0
S170911,1,11,1,11,1,11.0,11.0,0.0
S143908,1,44,1,44,1,44.0,44.0,0.0
2472967,1,24,1,24,1,24.0,24.0,0.0
2453227,2,24,1,24,1,23.0,23.5,0.707
1680122,2,28,1,28,1,31.0,31.5,3.536
2103375,1,08,1,08,1,8.0,8.0,0.0
2842844,1,49,1,49,1,49.0,49.0,0.0
2582836,1,46,1,46,1,46.0,46.0,0.0
2851807,1,23,1,23,1,23.0,23.0,0.0
2044943,1,54,1,54,1,54.0,54.0,0.0
1387817,1,15,1,15,1,15.0,15.0,0.0
S137292,15,00,1,09,5,26.0,21,20.448
2849177,14,00,1,25,2,29.0,30.5,17.817
2848311,1,05,1,05,1,5.0,5.0,0.0
2845219,1,09,1,09,1,9.0,9.0,0.0
1619254,2,12,1,12,1,20.0,20.5,8.515
2820384,1,00,1,00,1,0.0,0.0,0.0
2786220,4,53,1,53,1,48.0,50.0,5.123
2713776,1,55,1,55,1,55.0,55.0,0.0
2778441,1,20,1,20,1,20.0,20.0,0.0
2624718,1,25,1,25,1,25.0,25.0,0.0
2851825,1,50,1,50,1,50.0,50.0,0.0
2825685,1,31,1,31,1,31.0,31.0,0.0
2836606,1,31,1,31,1,31.0,31.0,0.0
2831530,1,54,1,54,1,54.0,54.0,0.0
2787658,11,02,1,21,2,22.0,21,12.221
2658905,3,19,1,19,1,30.0,22,13.964
2839142,1,05,1,05,1,5.0,5.0,0.0
582595,1,32,1,32,1,32.0,32.0,0.0
2240001,3,33,1,33,1,40.0,33,11.576
1747983,1,37,1,37,1,37.0,37.0,0.0
1896174,2,07,2,07,2,7.0,7.0,0.0
2851273,15,24,1,08,3,26.0,24,15.488
2006996,1,07,1,07,1,7.0,7.0,0.0
2636551,1,09,1,09,1,9.0,9.0,0.0
2380494,1,24,1,24,1,24.0,24.0,0.0
2851320,1,02,1,02,1,2.0,2.0,0.0
2782837,1,30,1,30,1,30.0,30.0,0.0
S136617,1,40,1,40,1,40.0,40.0,0.0
1075593,1,48,1,48,1,48.0,48.0,0.0
2847057,1,56,1,56,1,56.0,56.0,0.0
1384681,1,02,1,02,1,2.0,2.0,0.0
991246,4,45,1,20,2,28.0,24.5,10.223
1308054,1,55,1,55,1,55.0,55.0,0.0
2674248,1,34,1,34,1,34.0,34.0,0.0
2594651,1,26,1,26,1,26.0,26.0,0.0
1971610,1,54,1,54,1,54.0,54.0,0.0
2837554,1,19,1,19,1,19.0,19.0,0.0
1947595,1,06,1,06,1,6.0,6.0,0.0
2839714,2,54,2,54,2,54.0,54.0,0.0
2823449,20,03,1,44,3,25.0,19.5,18.439
2727339,4,33,1,33,1,31.0,37.5,14.534
2790570,9,00,1,47,2,34.0,44,16.885
S137397,1,59,1,59,1,59.0,59.0,0.0
1226192,3,41,1,44,2,43.0,44,1.414
2841817,4,39,1,39,1,39.0,39.5,1.658
S137633,1,15,1,15,1,15.0,15.0,0.0
2484468,2,57,1,57,1,53.0,53.5,3.536
2148819,1,21,1,21,1,21.0,21.0,0.0
2607668,1,21,1,21,1,21.0,21.0,0.0
S139862,1,00,1,00,1,0.0,0.0,0.0
2597705,2,19,1,19,1,18.0,18.0,1.0
2783029,9,21,1,15,2,26.0,21,14.395
2837151,11,10,1,39,2,32.0,39,18.88
2607919,1,41,1,41,1,41.0,41.0,0.0
2602146,1,27,1,27,1,27.0,27.0,0.0
2120168,1,02,1,02,1,2.0,2.0,0.0
2671443,1,57,1,57,1,57.0,57.0,0.0
2775651,1,05,1,05,1,5.0,5.0,0.0
2846299,1,36,1,36,1,36.0,36.0,0.0
1074534,2,14,2,14,2,14.0,14.0,0.0
743338,1,35,1,35,1,35.0,35.0,0.0
2627258,1,13,1,13,1,13.0,13.0,0.0
2832854,1,38,1,38,1,38.0,38.0,0.0
1851602,1,02,1,02,1,2.0,2.0,0.0
2615075,1,32,1,32,1,32.0,32.0,0.0
2851661,1,10,1,10,1,10.0,10.0,0.0
2747510,1,30,1,30,1,30.0,30.0,0.0
2851461,4,12,4,12,4,12.0,12.0,0.0
2846219,18,11,1,19,3,17.0,17.5,12.315
2849270,13,25,1,25,1,44.0,42,11.091
2478423,3,11,1,09,2,9.0,09,1.155
499957,1,52,1,52,1,52.0,52.0,0.0
2841574,1,45,1,45,1,45.0,45.0,0.0
1963261,1,46,1,46,1,46.0,46.0,0.0
2757328,1,20,1,20,1,20.0,20.0,0.0
S136345,1,20,1,20,1,20.0,20.0,0.0
2846721,1,12,1,12,1,12.0,12.0,0.0
2475406,1,59,1,59,1,59.0,59.0,0.0
2694400,3,39,1,39,1,32.0,39,14.353
2845764,1,55,1,55,1,55.0,55.0,0.0
2805722,2,59,2,59,2,59.0,59.0,0.0
2645811,1,49,1,49,1,49.0,49.0,0.0
653519,1,52,1,52,1,52.0,52.0,0.0
2788226,1,39,1,39,1,39.0,39.0,0.0
2800716,1,27,1,27,1,27.0,27.0,0.0
1230258,1,19,1,19,1,19.0,19.0,0.0
855532,2,33,1,33,1,28.0,28.0,5.0
2623968,3,25,1,25,1,23.0,25,4.655
S147116,1,58,1,58,1,58.0,58.0,0.0
2200329,1,55,1,55,1,55.0,55.0,0.0
2841396,1,19,1,19,1,19.0,19.0,0.0
2317765,1,24,1,24,1,24.0,24.0,0.0
1978251,2,11,1,11,1,11.0,11.5,0.707
1065411,1,22,1,22,1,22.0,22.0,0.0
2546200,2,01,1,01,1,2.0,2.5,1.581
1766408,1,25,1,25,1,25.0,25.0,0.0
2185927,1,34,1,34,1,34.0,34.0,0.0
848204,1,35,1,35,1,35.0,35.0,0.0
2839401,9,11,1,11,1,24.0,24,16.713
2788168,2,19,1,19,1,39.0,39.0,20.0
2770290,1,00,1,00,1,0.0,0.0,0.0
2655330,1,48,1,48,1,48.0,48.0,0.0
2765009,2,11,1,11,1,12.0,12.0,1.0
S151835,1,13,1,13,1,13.0,13.0,0.0
1751475,1,31,1,31,1,31.0,31.0,0.0
2847388,1,32,1,32,1,32.0,32.0,0.0
2836793,1,45,1,45,1,45.0,45.0,0.0
2688336,1,51,1,51,1,51.0,51.0,0.0
2727113,2,02,1,02,1,6.0,6.0,4.0
1811117,1,04,1,04,1,4.0,4.0,0.0
S138677,1,37,1,37,1,37.0,37.0,0.0
S148651,2,00,1,00,1,22.0,22.5,22.506
2810339,2,50,2,50,2,50.0,50.0,0.0
2842028,1,01,1,01,1,1.0,1.0,0.0
2840492,1,02,1,02,1,2.0,2.0,0.0
2625251,1,34,1,34,1,34.0,34.0,0.0
2811718,3,39,1,39,1,20.0,21,15.524
2534894,1,59,1,59,1,59.0,59.0,0.0
2785510,96,56,1,25,5,29.0,27.5,16.411
2739670,1,33,1,33,1,33.0,33.0,0.0
2459090,1,14,1,14,1,14.0,14.0,0.0
2357537,3,19,1,19,1,39.0,49,14.387
2555219,1,12,1,12,1,12.0,12.0,0.0
2788430,28,56,1,28,4,32.0,28.0,18.129
